Sexo;Comunidad autónoma;Enfermedades;Sí o no;Total
Mujeres;Aragón;Lesiones o defectos permanentes causados por un accidente;TOTAL;100
Mujeres;Aragón;Lesiones o defectos permanentes causados por un accidente;Sí;1,12
Mujeres;Aragón;Lesiones o defectos permanentes causados por un accidente;No;98,88
Mujeres;Asturias (Principado de);Tensión alta;TOTAL;100
Mujeres;Asturias (Principado de);Tensión alta;Sí;18,07
Mujeres;Asturias (Principado de);Tensión alta;No;80,11
Mujeres;Asturias (Principado de);Infarto de miocardio;TOTAL;100
Mujeres;Asturias (Principado de);Infarto de miocardio;Sí;0,91
Mujeres;Asturias (Principado de);Infarto de miocardio;No;99,09
Mujeres;Asturias (Principado de);Angina de pecho, enfermedad coronaria;TOTAL;100
Mujeres;Asturias (Principado de);Angina de pecho, enfermedad coronaria;Sí;1,04
Mujeres;Asturias (Principado de);Angina de pecho, enfermedad coronaria;No;98,96
Mujeres;Asturias (Principado de);Otras enfermedades del corazón;TOTAL;100
Mujeres;Asturias (Principado de);Otras enfermedades del corazón;Sí;3,55
Mujeres;Asturias (Principado de);Otras enfermedades del corazón;No;96,45
Mujeres;Asturias (Principado de);Varices en las piernas;TOTAL;100
Mujeres;Asturias (Principado de);Varices en las piernas;Sí;21,28
Mujeres;Asturias (Principado de);Varices en las piernas;No;78,72
Mujeres;Asturias (Principado de);Artrosis (excluyendo artritis);TOTAL;100
Mujeres;Asturias (Principado de);Artrosis (excluyendo artritis);Sí;36,19
Mujeres;Asturias (Principado de);Artrosis (excluyendo artritis);No;63,81
Mujeres;Asturias (Principado de);Dolor de espalda crónico (cervical);TOTAL;100
Mujeres;Asturias (Principado de);Dolor de espalda crónico (cervical);Sí;30,35
Mujeres;Asturias (Principado de);Dolor de espalda crónico (cervical);No;69,65
Mujeres;Asturias (Principado de);Dolor de espalda crónico (lumbar);TOTAL;100
Mujeres;Asturias (Principado de);Dolor de espalda crónico (lumbar);Sí;29,33
Mujeres;Asturias (Principado de);Dolor de espalda crónico (lumbar);No;70,67
Mujeres;Asturias (Principado de);Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);TOTAL;100
Mujeres;Asturias (Principado de);Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);Sí;15,71
Mujeres;Asturias (Principado de);Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);No;84,29
Mujeres;Asturias (Principado de);Asma (incluida asma alérgica);TOTAL;100
Mujeres;Asturias (Principado de);Asma (incluida asma alérgica);Sí;6,27
Mujeres;Asturias (Principado de);Asma (incluida asma alérgica);No;93,73
Mujeres;Asturias (Principado de);Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);TOTAL;100
Mujeres;Asturias (Principado de);Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);Sí;2,59
Mujeres;Asturias (Principado de);Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);No;97,41
Mujeres;Asturias (Principado de);Diabetes;TOTAL;100
Mujeres;Asturias (Principado de);Diabetes;Sí;6,9
Mujeres;Asturias (Principado de);Diabetes;No;93,1
Mujeres;Asturias (Principado de);Úlcera de estómago o duodeno;TOTAL;100
Mujeres;Asturias (Principado de);Úlcera de estómago o duodeno;Sí;3,35
Mujeres;Asturias (Principado de);Úlcera de estómago o duodeno;No;96,65
Mujeres;Asturias (Principado de);Incontinencia urinaria o problemas de control de la orina;TOTAL;100
Mujeres;Asturias (Principado de);Incontinencia urinaria o problemas de control de la orina;Sí;6,76
Mujeres;Asturias (Principado de);Incontinencia urinaria o problemas de control de la orina;No;93,24
Mujeres;Asturias (Principado de);Colesterol alto;TOTAL;100
Mujeres;Asturias (Principado de);Colesterol alto;Sí;17,84
Mujeres;Asturias (Principado de);Colesterol alto;No;82,16
Mujeres;Asturias (Principado de);Cataratas;TOTAL;100
Mujeres;Asturias (Principado de);Cataratas;Sí;6,39
Mujeres;Asturias (Principado de);Cataratas;No;93,61
Mujeres;Asturias (Principado de);Problemas crónicos de piel;TOTAL;100
Mujeres;Asturias (Principado de);Problemas crónicos de piel;Sí;7,06
Mujeres;Asturias (Principado de);Problemas crónicos de piel;No;92,94
Mujeres;Asturias (Principado de);Estreñimiento crónico;TOTAL;100
Mujeres;Asturias (Principado de);Estreñimiento crónico;Sí;5,76
Mujeres;Asturias (Principado de);Estreñimiento crónico;No;94,24
Mujeres;Asturias (Principado de);Cirrosis, disfunción hepática;TOTAL;100
Mujeres;Asturias (Principado de);Cirrosis, disfunción hepática;Sí;0,95
Mujeres;Asturias (Principado de);Cirrosis, disfunción hepática;No;99,05
Mujeres;Asturias (Principado de);Depresión;TOTAL;100
Mujeres;Asturias (Principado de);Depresión;Sí;12,76
Mujeres;Asturias (Principado de);Depresión;No;87,24
Mujeres;Asturias (Principado de);Ansiedad crónica;TOTAL;100
Mujeres;Asturias (Principado de);Ansiedad crónica;Sí;9,42
Mujeres;Asturias (Principado de);Ansiedad crónica;No;90,58
Mujeres;Asturias (Principado de);Otros problemas mentales;TOTAL;100
Mujeres;Asturias (Principado de);Otros problemas mentales;Sí;2,1
Mujeres;Asturias (Principado de);Otros problemas mentales;No;97,9
Mujeres;Asturias (Principado de);Ictus (embolia, infarto cerebral, hemorragia cerebral);TOTAL;100
Mujeres;Asturias (Principado de);Ictus (embolia, infarto cerebral, hemorragia cerebral);Sí;1,16
Mujeres;Asturias (Principado de);Ictus (embolia, infarto cerebral, hemorragia cerebral);No;98,84
Mujeres;Asturias (Principado de);Migraña o dolor de cabeza frecuente;TOTAL;100
Mujeres;Asturias (Principado de);Migraña o dolor de cabeza frecuente;Sí;12,73
Mujeres;Asturias (Principado de);Migraña o dolor de cabeza frecuente;No;87,27
Mujeres;Asturias (Principado de);Hemorroides;TOTAL;100
Mujeres;Asturias (Principado de);Hemorroides;Sí;4,67
Mujeres;Asturias (Principado de);Hemorroides;No;95,33
Mujeres;Asturias (Principado de);Tumores malignos;TOTAL;100
Mujeres;Asturias (Principado de);Tumores malignos;Sí;1,96
Mujeres;Asturias (Principado de);Tumores malignos;No;98,04
Mujeres;Asturias (Principado de);Osteoporosis;TOTAL;100
Mujeres;Asturias (Principado de);Osteoporosis;Sí;10,34
Mujeres;Asturias (Principado de);Osteoporosis;No;89,66
Mujeres;Asturias (Principado de);Problemas de tiroides;TOTAL;100
Mujeres;Asturias (Principado de);Problemas de tiroides;Sí;10,08
Mujeres;Asturias (Principado de);Problemas de tiroides;No;89,92
Mujeres;Asturias (Principado de);Problemas de riñón;TOTAL;100
Mujeres;Asturias (Principado de);Problemas de riñón;Sí;3,29
Mujeres;Asturias (Principado de);Problemas de riñón;No;96,71
Mujeres;Asturias (Principado de);Problemas de próstata (solo hombres);TOTAL;0
Mujeres;Asturias (Principado de);Problemas de próstata (solo hombres);Sí;0
Mujeres;Asturias (Principado de);Problemas de próstata (solo hombres);No;0
Mujeres;Asturias (Principado de);Problemas del periodo menopáusico (solo mujeres);TOTAL;100
Mujeres;Asturias (Principado de);Problemas del periodo menopáusico (solo mujeres);Sí;5,46
Mujeres;Asturias (Principado de);Problemas del periodo menopáusico (solo mujeres);No;94,54
Mujeres;Asturias (Principado de);Lesiones o defectos permanentes causados por un accidente;TOTAL;100
Mujeres;Asturias (Principado de);Lesiones o defectos permanentes causados por un accidente;Sí;2,17
Mujeres;Asturias (Principado de);Lesiones o defectos permanentes causados por un accidente;No;97,83
Mujeres;Balears (Illes);Tensión alta;TOTAL;100
Mujeres;Balears (Illes);Tensión alta;Sí;12,62
Mujeres;Balears (Illes);Tensión alta;No;87,38
Mujeres;Balears (Illes);Infarto de miocardio;TOTAL;100
Mujeres;Balears (Illes);Infarto de miocardio;Sí;0,62
Mujeres;Balears (Illes);Infarto de miocardio;No;99,38
Mujeres;Balears (Illes);Angina de pecho, enfermedad coronaria;TOTAL;100
Mujeres;Balears (Illes);Angina de pecho, enfermedad coronaria;Sí;1,32
Mujeres;Balears (Illes);Angina de pecho, enfermedad coronaria;No;98,68
Mujeres;Balears (Illes);Otras enfermedades del corazón;TOTAL;100
Mujeres;Balears (Illes);Otras enfermedades del corazón;Sí;5,2
Mujeres;Balears (Illes);Otras enfermedades del corazón;No;94,8
Mujeres;Balears (Illes);Varices en las piernas;TOTAL;100
Mujeres;Balears (Illes);Varices en las piernas;Sí;13,91
Mujeres;Balears (Illes);Varices en las piernas;No;86,09
Mujeres;Balears (Illes);Artrosis (excluyendo artritis);TOTAL;100
Mujeres;Balears (Illes);Artrosis (excluyendo artritis);Sí;19,28
Mujeres;Balears (Illes);Artrosis (excluyendo artritis);No;80,72
Mujeres;Balears (Illes);Dolor de espalda crónico (cervical);TOTAL;100
Mujeres;Balears (Illes);Dolor de espalda crónico (cervical);Sí;17,29
Mujeres;Balears (Illes);Dolor de espalda crónico (cervical);No;82,71
Mujeres;Balears (Illes);Dolor de espalda crónico (lumbar);TOTAL;100
Mujeres;Balears (Illes);Dolor de espalda crónico (lumbar);Sí;19,24
Mujeres;Balears (Illes);Dolor de espalda crónico (lumbar);No;80,76
Mujeres;Balears (Illes);Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);TOTAL;100
Mujeres;Balears (Illes);Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);Sí;8,23
Mujeres;Balears (Illes);Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);No;91,77
Mujeres;Balears (Illes);Asma (incluida asma alérgica);TOTAL;100
Mujeres;Balears (Illes);Asma (incluida asma alérgica);Sí;8,6
Mujeres;Balears (Illes);Asma (incluida asma alérgica);No;91,4
Mujeres;Balears (Illes);Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);TOTAL;100
Mujeres;Balears (Illes);Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);Sí;4,09
Mujeres;Balears (Illes);Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);No;95,91
Mujeres;Balears (Illes);Diabetes;TOTAL;100
Mujeres;Balears (Illes);Diabetes;Sí;3,6
Mujeres;Balears (Illes);Diabetes;No;96,4
Mujeres;Balears (Illes);Úlcera de estómago o duodeno;TOTAL;100
Mujeres;Balears (Illes);Úlcera de estómago o duodeno;Sí;1,19
Mujeres;Balears (Illes);Úlcera de estómago o duodeno;No;98,81
Mujeres;Balears (Illes);Incontinencia urinaria o problemas de control de la orina;TOTAL;100
Mujeres;Balears (Illes);Incontinencia urinaria o problemas de control de la orina;Sí;4,6
Mujeres;Balears (Illes);Incontinencia urinaria o problemas de control de la orina;No;95,4
Mujeres;Balears (Illes);Colesterol alto;TOTAL;100
Mujeres;Balears (Illes);Colesterol alto;Sí;12,44
Mujeres;Balears (Illes);Colesterol alto;No;87,56
Mujeres;Balears (Illes);Cataratas;TOTAL;100
Mujeres;Balears (Illes);Cataratas;Sí;3,05
Mujeres;Balears (Illes);Cataratas;No;96,95
Mujeres;Balears (Illes);Problemas crónicos de piel;TOTAL;100
Mujeres;Balears (Illes);Problemas crónicos de piel;Sí;4,18
Mujeres;Balears (Illes);Problemas crónicos de piel;No;95,82
Mujeres;Balears (Illes);Estreñimiento crónico;TOTAL;100
Mujeres;Balears (Illes);Estreñimiento crónico;Sí;4,03
Mujeres;Balears (Illes);Estreñimiento crónico;No;95,97
Mujeres;Balears (Illes);Cirrosis, disfunción hepática;TOTAL;100
Mujeres;Balears (Illes);Cirrosis, disfunción hepática;Sí;0,48
Mujeres;Balears (Illes);Cirrosis, disfunción hepática;No;99,52
Mujeres;Balears (Illes);Depresión;TOTAL;100
Mujeres;Balears (Illes);Depresión;Sí;9,99
Mujeres;Balears (Illes);Depresión;No;90,01
Mujeres;Balears (Illes);Ansiedad crónica;TOTAL;100
Mujeres;Balears (Illes);Ansiedad crónica;Sí;10,03
Mujeres;Balears (Illes);Ansiedad crónica;No;89,97
Mujeres;Balears (Illes);Otros problemas mentales;TOTAL;100
Mujeres;Balears (Illes);Otros problemas mentales;Sí;2,87
Mujeres;Balears (Illes);Otros problemas mentales;No;97,13
Mujeres;Balears (Illes);Ictus (embolia, infarto cerebral, hemorragia cerebral);TOTAL;100
Mujeres;Balears (Illes);Ictus (embolia, infarto cerebral, hemorragia cerebral);Sí;0,44
Mujeres;Balears (Illes);Ictus (embolia, infarto cerebral, hemorragia cerebral);No;99,56
Mujeres;Balears (Illes);Migraña o dolor de cabeza frecuente;TOTAL;100
Mujeres;Balears (Illes);Migraña o dolor de cabeza frecuente;Sí;16,62
Mujeres;Balears (Illes);Migraña o dolor de cabeza frecuente;No;83,38
Mujeres;Balears (Illes);Hemorroides;TOTAL;100
Mujeres;Balears (Illes);Hemorroides;Sí;2,69
Mujeres;Balears (Illes);Hemorroides;No;97,31
Mujeres;Balears (Illes);Tumores malignos;TOTAL;100
Mujeres;Balears (Illes);Tumores malignos;Sí;1
Mujeres;Balears (Illes);Tumores malignos;No;99
Mujeres;Balears (Illes);Osteoporosis;TOTAL;100
Mujeres;Balears (Illes);Osteoporosis;Sí;5,08
Mujeres;Balears (Illes);Osteoporosis;No;94,92
Mujeres;Balears (Illes);Problemas de tiroides;TOTAL;100
Mujeres;Balears (Illes);Problemas de tiroides;Sí;6,16
Mujeres;Balears (Illes);Problemas de tiroides;No;93,84
Mujeres;Balears (Illes);Problemas de riñón;TOTAL;100
Mujeres;Balears (Illes);Problemas de riñón;Sí;5,56
Mujeres;Balears (Illes);Problemas de riñón;No;94,44
Mujeres;Balears (Illes);Problemas de próstata (solo hombres);TOTAL;0
Mujeres;Balears (Illes);Problemas de próstata (solo hombres);Sí;0
Mujeres;Balears (Illes);Problemas de próstata (solo hombres);No;0
Mujeres;Balears (Illes);Problemas del periodo menopáusico (solo mujeres);TOTAL;100
Mujeres;Balears (Illes);Problemas del periodo menopáusico (solo mujeres);Sí;1,13
Mujeres;Balears (Illes);Problemas del periodo menopáusico (solo mujeres);No;98,87
Mujeres;Balears (Illes);Lesiones o defectos permanentes causados por un accidente;TOTAL;100
Mujeres;Balears (Illes);Lesiones o defectos permanentes causados por un accidente;Sí;0,96
Mujeres;Balears (Illes);Lesiones o defectos permanentes causados por un accidente;No;99,04
Mujeres;Canarias;Tensión alta;TOTAL;100
Mujeres;Canarias;Tensión alta;Sí;20,55
Mujeres;Canarias;Tensión alta;No;79,45
Mujeres;Canarias;Infarto de miocardio;TOTAL;100
Mujeres;Canarias;Infarto de miocardio;Sí;0,41
Mujeres;Canarias;Infarto de miocardio;No;99,59
Mujeres;Canarias;Angina de pecho, enfermedad coronaria;TOTAL;100
Mujeres;Canarias;Angina de pecho, enfermedad coronaria;Sí;0,12
Mujeres;Canarias;Angina de pecho, enfermedad coronaria;No;99,88
Mujeres;Canarias;Otras enfermedades del corazón;TOTAL;100
Mujeres;Canarias;Otras enfermedades del corazón;Sí;4,28
Mujeres;Canarias;Otras enfermedades del corazón;No;95,72
Mujeres;Canarias;Varices en las piernas;TOTAL;100
Mujeres;Canarias;Varices en las piernas;Sí;11,51
Mujeres;Canarias;Varices en las piernas;No;88,49
Mujeres;Canarias;Artrosis (excluyendo artritis);TOTAL;100
Mujeres;Canarias;Artrosis (excluyendo artritis);Sí;20,37
Mujeres;Canarias;Artrosis (excluyendo artritis);No;79,63
Mujeres;Canarias;Dolor de espalda crónico (cervical);TOTAL;100
Mujeres;Canarias;Dolor de espalda crónico (cervical);Sí;26,14
Mujeres;Canarias;Dolor de espalda crónico (cervical);No;73,86
Mujeres;Canarias;Dolor de espalda crónico (lumbar);TOTAL;100
Mujeres;Canarias;Dolor de espalda crónico (lumbar);Sí;27,56
Mujeres;Canarias;Dolor de espalda crónico (lumbar);No;72,44
Mujeres;Canarias;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);TOTAL;100
Mujeres;Canarias;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);Sí;12,96
Mujeres;Canarias;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);No;87,04
Mujeres;Canarias;Asma (incluida asma alérgica);TOTAL;100
Mujeres;Canarias;Asma (incluida asma alérgica);Sí;7,18
Mujeres;Canarias;Asma (incluida asma alérgica);No;92,82
Mujeres;Canarias;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);TOTAL;100
Mujeres;Canarias;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);Sí;2,47
Mujeres;Canarias;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);No;97,53
Mujeres;Canarias;Diabetes;TOTAL;100
Mujeres;Canarias;Diabetes;Sí;11,91
Mujeres;Canarias;Diabetes;No;88,09
Mujeres;Canarias;Úlcera de estómago o duodeno;TOTAL;100
Mujeres;Canarias;Úlcera de estómago o duodeno;Sí;0,83
Mujeres;Canarias;Úlcera de estómago o duodeno;No;99,17
Mujeres;Canarias;Incontinencia urinaria o problemas de control de la orina;TOTAL;100
Mujeres;Canarias;Incontinencia urinaria o problemas de control de la orina;Sí;3,51
Mujeres;Canarias;Incontinencia urinaria o problemas de control de la orina;No;96,49
Mujeres;Canarias;Colesterol alto;TOTAL;100
Mujeres;Canarias;Colesterol alto;Sí;16,65
Mujeres;Canarias;Colesterol alto;No;83,35
Mujeres;Canarias;Cataratas;TOTAL;100
Mujeres;Canarias;Cataratas;Sí;5,44
Mujeres;Canarias;Cataratas;No;94,56
Mujeres;Canarias;Problemas crónicos de piel;TOTAL;100
Mujeres;Canarias;Problemas crónicos de piel;Sí;5,36
Mujeres;Canarias;Problemas crónicos de piel;No;94,64
Mujeres;Canarias;Estreñimiento crónico;TOTAL;100
Mujeres;Canarias;Estreñimiento crónico;Sí;6,34
Mujeres;Canarias;Estreñimiento crónico;No;93,66
Mujeres;Canarias;Cirrosis, disfunción hepática;TOTAL;100
Mujeres;Canarias;Cirrosis, disfunción hepática;Sí;0,96
Mujeres;Canarias;Cirrosis, disfunción hepática;No;99,04
Mujeres;Canarias;Depresión;TOTAL;100
Mujeres;Canarias;Depresión;Sí;8,15
Mujeres;Canarias;Depresión;No;91,85
Mujeres;Canarias;Ansiedad crónica;TOTAL;100
Mujeres;Canarias;Ansiedad crónica;Sí;12,67
Mujeres;Canarias;Ansiedad crónica;No;87,33
Mujeres;Canarias;Otros problemas mentales;TOTAL;100
Mujeres;Canarias;Otros problemas mentales;Sí;1,73
Mujeres;Canarias;Otros problemas mentales;No;98,27
Mujeres;Canarias;Ictus (embolia, infarto cerebral, hemorragia cerebral);TOTAL;100
Mujeres;Canarias;Ictus (embolia, infarto cerebral, hemorragia cerebral);Sí;0,74
Mujeres;Canarias;Ictus (embolia, infarto cerebral, hemorragia cerebral);No;99,26
Mujeres;Canarias;Migraña o dolor de cabeza frecuente;TOTAL;100
Mujeres;Canarias;Migraña o dolor de cabeza frecuente;Sí;9,27
Mujeres;Canarias;Migraña o dolor de cabeza frecuente;No;90,73
Mujeres;Canarias;Hemorroides;TOTAL;100
Mujeres;Canarias;Hemorroides;Sí;5,96
Mujeres;Canarias;Hemorroides;No;94,04
Mujeres;Canarias;Tumores malignos;TOTAL;100
Mujeres;Canarias;Tumores malignos;Sí;0,32
Mujeres;Canarias;Tumores malignos;No;99,68
Mujeres;Canarias;Osteoporosis;TOTAL;100
Mujeres;Canarias;Osteoporosis;Sí;4,42
Mujeres;Canarias;Osteoporosis;No;95,58
Mujeres;Canarias;Problemas de tiroides;TOTAL;100
Mujeres;Canarias;Problemas de tiroides;Sí;6,38
Mujeres;Canarias;Problemas de tiroides;No;93,62
Mujeres;Canarias;Problemas de riñón;TOTAL;100
Mujeres;Canarias;Problemas de riñón;Sí;4,64
Mujeres;Canarias;Problemas de riñón;No;95,36
Mujeres;Canarias;Problemas de próstata (solo hombres);TOTAL;0
Mujeres;Canarias;Problemas de próstata (solo hombres);Sí;0
Mujeres;Canarias;Problemas de próstata (solo hombres);No;0
Mujeres;Canarias;Problemas del periodo menopáusico (solo mujeres);TOTAL;100
Mujeres;Canarias;Problemas del periodo menopáusico (solo mujeres);Sí;4,57
Mujeres;Canarias;Problemas del periodo menopáusico (solo mujeres);No;95,43
Mujeres;Canarias;Lesiones o defectos permanentes causados por un accidente;TOTAL;100
Mujeres;Canarias;Lesiones o defectos permanentes causados por un accidente;Sí;1,39
Mujeres;Canarias;Lesiones o defectos permanentes causados por un accidente;No;98,61
Mujeres;Cantabria;Tensión alta;TOTAL;100
Mujeres;Cantabria;Tensión alta;Sí;20,12
Mujeres;Cantabria;Tensión alta;No;79,49
Mujeres;Cantabria;Infarto de miocardio;TOTAL;100
Mujeres;Cantabria;Infarto de miocardio;Sí;1,18
Mujeres;Cantabria;Infarto de miocardio;No;98,82
Mujeres;Cantabria;Angina de pecho, enfermedad coronaria;TOTAL;100
Mujeres;Cantabria;Angina de pecho, enfermedad coronaria;Sí;0,7
Mujeres;Cantabria;Angina de pecho, enfermedad coronaria;No;99,3
Mujeres;Cantabria;Otras enfermedades del corazón;TOTAL;100
Mujeres;Cantabria;Otras enfermedades del corazón;Sí;4,48
Mujeres;Cantabria;Otras enfermedades del corazón;No;95,52
Mujeres;Cantabria;Varices en las piernas;TOTAL;100
Mujeres;Cantabria;Varices en las piernas;Sí;18,14
Mujeres;Cantabria;Varices en las piernas;No;81,86
Mujeres;Cantabria;Artrosis (excluyendo artritis);TOTAL;100
Mujeres;Cantabria;Artrosis (excluyendo artritis);Sí;21,25
Mujeres;Cantabria;Artrosis (excluyendo artritis);No;78,75
Mujeres;Cantabria;Dolor de espalda crónico (cervical);TOTAL;100
Mujeres;Cantabria;Dolor de espalda crónico (cervical);Sí;9,75
Mujeres;Cantabria;Dolor de espalda crónico (cervical);No;90,25
Mujeres;Cantabria;Dolor de espalda crónico (lumbar);TOTAL;100
Mujeres;Cantabria;Dolor de espalda crónico (lumbar);Sí;12,33
Mujeres;Cantabria;Dolor de espalda crónico (lumbar);No;87,67
Mujeres;Cantabria;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);TOTAL;100
Mujeres;Cantabria;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);Sí;7,25
Mujeres;Cantabria;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);No;92,75
Mujeres;Cantabria;Asma (incluida asma alérgica);TOTAL;100
Mujeres;Cantabria;Asma (incluida asma alérgica);Sí;6,65
Mujeres;Cantabria;Asma (incluida asma alérgica);No;93,35
Mujeres;Cantabria;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);TOTAL;100
Mujeres;Cantabria;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);Sí;0,68
Mujeres;Cantabria;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);No;99,32
Mujeres;Cantabria;Diabetes;TOTAL;100
Mujeres;Cantabria;Diabetes;Sí;4,69
Mujeres;Cantabria;Diabetes;No;95,31
Mujeres;Cantabria;Úlcera de estómago o duodeno;TOTAL;100
Mujeres;Cantabria;Úlcera de estómago o duodeno;Sí;0,76
Mujeres;Cantabria;Úlcera de estómago o duodeno;No;99,24
Mujeres;Cantabria;Incontinencia urinaria o problemas de control de la orina;TOTAL;100
Mujeres;Cantabria;Incontinencia urinaria o problemas de control de la orina;Sí;1,02
Mujeres;Cantabria;Incontinencia urinaria o problemas de control de la orina;No;98,98
Mujeres;Cantabria;Colesterol alto;TOTAL;100
Mujeres;Cantabria;Colesterol alto;Sí;13,82
Mujeres;Cantabria;Colesterol alto;No;86,18
Mujeres;Cantabria;Cataratas;TOTAL;100
Mujeres;Cantabria;Cataratas;Sí;2,66
Mujeres;Cantabria;Cataratas;No;97,34
Mujeres;Cantabria;Problemas crónicos de piel;TOTAL;100
Mujeres;Cantabria;Problemas crónicos de piel;Sí;2,78
Mujeres;Cantabria;Problemas crónicos de piel;No;97,22
Mujeres;Cantabria;Estreñimiento crónico;TOTAL;100
Mujeres;Cantabria;Estreñimiento crónico;Sí;1,92
Mujeres;Cantabria;Estreñimiento crónico;No;98,08
Mujeres;Cantabria;Cirrosis, disfunción hepática;TOTAL;100
Mujeres;Cantabria;Cirrosis, disfunción hepática;Sí;0,74
Mujeres;Cantabria;Cirrosis, disfunción hepática;No;99,26
Mujeres;Cantabria;Depresión;TOTAL;100
Mujeres;Cantabria;Depresión;Sí;5,66
Mujeres;Cantabria;Depresión;No;94,34
Mujeres;Cantabria;Ansiedad crónica;TOTAL;100
Mujeres;Cantabria;Ansiedad crónica;Sí;2,95
Mujeres;Cantabria;Ansiedad crónica;No;97,05
Mujeres;Cantabria;Otros problemas mentales;TOTAL;100
Mujeres;Cantabria;Otros problemas mentales;Sí;1,92
Mujeres;Cantabria;Otros problemas mentales;No;98,08
Mujeres;Cantabria;Ictus (embolia, infarto cerebral, hemorragia cerebral);TOTAL;100
Mujeres;Cantabria;Ictus (embolia, infarto cerebral, hemorragia cerebral);Sí;0,81
Mujeres;Cantabria;Ictus (embolia, infarto cerebral, hemorragia cerebral);No;99,19
Mujeres;Cantabria;Migraña o dolor de cabeza frecuente;TOTAL;100
Mujeres;Cantabria;Migraña o dolor de cabeza frecuente;Sí;5,91
Mujeres;Cantabria;Migraña o dolor de cabeza frecuente;No;94,09
Mujeres;Cantabria;Hemorroides;TOTAL;100
Mujeres;Cantabria;Hemorroides;Sí;1,45
Mujeres;Cantabria;Hemorroides;No;98,55
Mujeres;Cantabria;Tumores malignos;TOTAL;100
Mujeres;Cantabria;Tumores malignos;Sí;1,46
Mujeres;Cantabria;Tumores malignos;No;98,54
Mujeres;Cantabria;Osteoporosis;TOTAL;100
Mujeres;Cantabria;Osteoporosis;Sí;6,23
Mujeres;Cantabria;Osteoporosis;No;93,77
Mujeres;Cantabria;Problemas de tiroides;TOTAL;100
Mujeres;Cantabria;Problemas de tiroides;Sí;6,03
Mujeres;Cantabria;Problemas de tiroides;No;93,97
Mujeres;Cantabria;Problemas de riñón;TOTAL;100
Mujeres;Cantabria;Problemas de riñón;Sí;1,14
Mujeres;Cantabria;Problemas de riñón;No;98,86
Mujeres;Cantabria;Problemas de próstata (solo hombres);TOTAL;0
Mujeres;Cantabria;Problemas de próstata (solo hombres);Sí;0
Mujeres;Cantabria;Problemas de próstata (solo hombres);No;0
Mujeres;Cantabria;Problemas del periodo menopáusico (solo mujeres);TOTAL;100
Mujeres;Cantabria;Problemas del periodo menopáusico (solo mujeres);Sí;0,63
Mujeres;Cantabria;Problemas del periodo menopáusico (solo mujeres);No;99,37
Mujeres;Cantabria;Lesiones o defectos permanentes causados por un accidente;TOTAL;100
Mujeres;Cantabria;Lesiones o defectos permanentes causados por un accidente;Sí;1,06
Mujeres;Cantabria;Lesiones o defectos permanentes causados por un accidente;No;98,94
Mujeres;Castilla y León;Tensión alta;TOTAL;100
Mujeres;Castilla y León;Tensión alta;Sí;21,59
Mujeres;Castilla y León;Tensión alta;No;78
Mujeres;Castilla y León;Infarto de miocardio;TOTAL;100
Mujeres;Castilla y León;Infarto de miocardio;Sí;0
Mujeres;Castilla y León;Infarto de miocardio;No;100
Mujeres;Castilla y León;Angina de pecho, enfermedad coronaria;TOTAL;100
