Sexo	Total Nacional	Comunidades y Ciudades Autónomas	Enfermedades	Sí o no	Total
Mujeres	Total	Galicia	Diabetes	TOTAL	100
Mujeres	Total	Galicia	Diabetes	Sí	5.59
Mujeres	Total	Galicia	Diabetes	No	94.41
Mujeres	Total	Galicia	Úlcera de estómago o duodeno	TOTAL	100
Mujeres	Total	Galicia	Úlcera de estómago o duodeno	Sí	3.17
Mujeres	Total	Galicia	Úlcera de estómago o duodeno	No	96.83
Mujeres	Total	Galicia	Incontinencia urinaria o problemas de control de la orina	TOTAL	100
Mujeres	Total	Galicia	Incontinencia urinaria o problemas de control de la orina	Sí	6
Mujeres	Total	Galicia	Incontinencia urinaria o problemas de control de la orina	No	94
Mujeres	Total	Galicia	Colesterol alto	TOTAL	100
Mujeres	Total	Galicia	Colesterol alto	Sí	20.59
Mujeres	Total	Galicia	Colesterol alto	No	79.41
Mujeres	Total	Galicia	Cataratas	TOTAL	100
Mujeres	Total	Galicia	Cataratas	Sí	6.9
Mujeres	Total	Galicia	Cataratas	No	93.1
Mujeres	Total	Galicia	Problemas crónicos de piel	TOTAL	100
Mujeres	Total	Galicia	Problemas crónicos de piel	Sí	9.11
Mujeres	Total	Galicia	Problemas crónicos de piel	No	90.89
Mujeres	Total	Galicia	Estreñimiento crónico	TOTAL	100
Mujeres	Total	Galicia	Estreñimiento crónico	Sí	5.43
Mujeres	Total	Galicia	Estreñimiento crónico	No	94.57
Mujeres	Total	Galicia	Cirrosis. disfunción hepática	TOTAL	100
Mujeres	Total	Galicia	Cirrosis. disfunción hepática	Sí	0.49
Mujeres	Total	Galicia	Cirrosis. disfunción hepática	No	99.51
Mujeres	Total	Galicia	Depresión	TOTAL	100
Mujeres	Total	Galicia	Depresión	Sí	10.65
Mujeres	Total	Galicia	Depresión	No	89.35
Mujeres	Total	Galicia	Ansiedad crónica	TOTAL	100
Mujeres	Total	Galicia	Ansiedad crónica	Sí	13.07
Mujeres	Total	Galicia	Ansiedad crónica	No	86.93
Mujeres	Total	Galicia	Otros problemas mentales	TOTAL	100
Mujeres	Total	Galicia	Otros problemas mentales	Sí	2.62
Mujeres	Total	Galicia	Otros problemas mentales	No	97.38
Mujeres	Total	Galicia	Ictus (embolia. infarto cerebral. hemorragia cerebral)	TOTAL	100
Mujeres	Total	Galicia	Ictus (embolia. infarto cerebral. hemorragia cerebral)	Sí	1.25
Mujeres	Total	Galicia	Ictus (embolia. infarto cerebral. hemorragia cerebral)	No	98.75
Mujeres	Total	Galicia	Migraña o dolor de cabeza frecuente	TOTAL	100
Mujeres	Total	Galicia	Migraña o dolor de cabeza frecuente	Sí	15.62
Mujeres	Total	Galicia	Migraña o dolor de cabeza frecuente	No	84.38
Mujeres	Total	Galicia	Hemorroides	TOTAL	100
Mujeres	Total	Galicia	Hemorroides	Sí	4.12
Mujeres	Total	Galicia	Hemorroides	No	95.88
Mujeres	Total	Galicia	Tumores malignos	TOTAL	100
Mujeres	Total	Galicia	Tumores malignos	Sí	2.46
Mujeres	Total	Galicia	Tumores malignos	No	97.54
Mujeres	Total	Galicia	Osteoporosis	TOTAL	100
Mujeres	Total	Galicia	Osteoporosis	Sí	8.43
Mujeres	Total	Galicia	Osteoporosis	No	91.57
Mujeres	Total	Galicia	Problemas de tiroides	TOTAL	100
Mujeres	Total	Galicia	Problemas de tiroides	Sí	8.27
Mujeres	Total	Galicia	Problemas de tiroides	No	91.73
Mujeres	Total	Galicia	Problemas de riñón	TOTAL	100
Mujeres	Total	Galicia	Problemas de riñón	Sí	4.24
Mujeres	Total	Galicia	Problemas de riñón	No	95.76
Mujeres	Total	Galicia	Problemas de próstata (solo hombres)	TOTAL	0
Mujeres	Total	Galicia	Problemas de próstata (solo hombres)	Sí	0
Mujeres	Total	Galicia	Problemas de próstata (solo hombres)	No	0
Mujeres	Total	Galicia	Problemas del periodo menopáusico (solo mujeres)	TOTAL	100
Mujeres	Total	Galicia	Problemas del periodo menopáusico (solo mujeres)	Sí	2.47
Mujeres	Total	Galicia	Problemas del periodo menopáusico (solo mujeres)	No	97.53
Mujeres	Total	Galicia	Lesiones o defectos permanentes causados por un accidente	TOTAL	100
Mujeres	Total	Galicia	Lesiones o defectos permanentes causados por un accidente	Sí	6.74
Mujeres	Total	Galicia	Lesiones o defectos permanentes causados por un accidente	No	93.26
Mujeres	Total	Madrid (Comunidad de)	Tensión alta	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Tensión alta	Sí	17.56
Mujeres	Total	Madrid (Comunidad de)	Tensión alta	No	82.22
Mujeres	Total	Madrid (Comunidad de)	Infarto de miocardio	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Infarto de miocardio	Sí	0.19
Mujeres	Total	Madrid (Comunidad de)	Infarto de miocardio	No	99.81
Mujeres	Total	Madrid (Comunidad de)	Angina de pecho. enfermedad coronaria	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Angina de pecho. enfermedad coronaria	Sí	0.29
Mujeres	Total	Madrid (Comunidad de)	Angina de pecho. enfermedad coronaria	No	99.71
Mujeres	Total	Madrid (Comunidad de)	Otras enfermedades del corazón	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Otras enfermedades del corazón	Sí	4.46
Mujeres	Total	Madrid (Comunidad de)	Otras enfermedades del corazón	No	95.54
Mujeres	Total	Madrid (Comunidad de)	Varices en las piernas	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Varices en las piernas	Sí	11.68
Mujeres	Total	Madrid (Comunidad de)	Varices en las piernas	No	88.32
Mujeres	Total	Madrid (Comunidad de)	Artrosis (excluyendo artritis)	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Artrosis (excluyendo artritis)	Sí	19.29
Mujeres	Total	Madrid (Comunidad de)	Artrosis (excluyendo artritis)	No	80.71
Mujeres	Total	Madrid (Comunidad de)	Dolor de espalda crónico (cervical)	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Dolor de espalda crónico (cervical)	Sí	12.8
Mujeres	Total	Madrid (Comunidad de)	Dolor de espalda crónico (cervical)	No	87.2
Mujeres	Total	Madrid (Comunidad de)	Dolor de espalda crónico (lumbar)	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Dolor de espalda crónico (lumbar)	Sí	15.65
Mujeres	Total	Madrid (Comunidad de)	Dolor de espalda crónico (lumbar)	No	84.35
Mujeres	Total	Madrid (Comunidad de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	Sí	17.19
Mujeres	Total	Madrid (Comunidad de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	No	82.81
Mujeres	Total	Madrid (Comunidad de)	Asma (incluida asma alérgica)	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Asma (incluida asma alérgica)	Sí	5.13
Mujeres	Total	Madrid (Comunidad de)	Asma (incluida asma alérgica)	No	94.87
Mujeres	Total	Madrid (Comunidad de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	Sí	3
Mujeres	Total	Madrid (Comunidad de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	No	97
Mujeres	Total	Madrid (Comunidad de)	Diabetes	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Diabetes	Sí	6.36
Mujeres	Total	Madrid (Comunidad de)	Diabetes	No	93.64
Mujeres	Total	Madrid (Comunidad de)	Úlcera de estómago o duodeno	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Úlcera de estómago o duodeno	Sí	2.2
Mujeres	Total	Madrid (Comunidad de)	Úlcera de estómago o duodeno	No	97.8
Mujeres	Total	Madrid (Comunidad de)	Incontinencia urinaria o problemas de control de la orina	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Incontinencia urinaria o problemas de control de la orina	Sí	3.8
Mujeres	Total	Madrid (Comunidad de)	Incontinencia urinaria o problemas de control de la orina	No	96.2
Mujeres	Total	Madrid (Comunidad de)	Colesterol alto	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Colesterol alto	Sí	14.2
Mujeres	Total	Madrid (Comunidad de)	Colesterol alto	No	85.8
Mujeres	Total	Madrid (Comunidad de)	Cataratas	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Cataratas	Sí	3.88
Mujeres	Total	Madrid (Comunidad de)	Cataratas	No	96.12
Mujeres	Total	Madrid (Comunidad de)	Problemas crónicos de piel	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Problemas crónicos de piel	Sí	4.25
Mujeres	Total	Madrid (Comunidad de)	Problemas crónicos de piel	No	95.75
Mujeres	Total	Madrid (Comunidad de)	Estreñimiento crónico	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Estreñimiento crónico	Sí	4.56
Mujeres	Total	Madrid (Comunidad de)	Estreñimiento crónico	No	95.44
Mujeres	Total	Madrid (Comunidad de)	Cirrosis. disfunción hepática	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Cirrosis. disfunción hepática	Sí	0.41
Mujeres	Total	Madrid (Comunidad de)	Cirrosis. disfunción hepática	No	99.59
Mujeres	Total	Madrid (Comunidad de)	Depresión	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Depresión	Sí	5.66
Mujeres	Total	Madrid (Comunidad de)	Depresión	No	94.34
Mujeres	Total	Madrid (Comunidad de)	Ansiedad crónica	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Ansiedad crónica	Sí	6.01
Mujeres	Total	Madrid (Comunidad de)	Ansiedad crónica	No	93.99
Mujeres	Total	Madrid (Comunidad de)	Otros problemas mentales	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Otros problemas mentales	Sí	1.59
Mujeres	Total	Madrid (Comunidad de)	Otros problemas mentales	No	98.41
Mujeres	Total	Madrid (Comunidad de)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	Sí	0.43
Mujeres	Total	Madrid (Comunidad de)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	No	99.57
Mujeres	Total	Madrid (Comunidad de)	Migraña o dolor de cabeza frecuente	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Migraña o dolor de cabeza frecuente	Sí	9.8
Mujeres	Total	Madrid (Comunidad de)	Migraña o dolor de cabeza frecuente	No	90.2
Mujeres	Total	Madrid (Comunidad de)	Hemorroides	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Hemorroides	Sí	3.51
Mujeres	Total	Madrid (Comunidad de)	Hemorroides	No	96.49
Mujeres	Total	Madrid (Comunidad de)	Tumores malignos	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Tumores malignos	Sí	2.46
Mujeres	Total	Madrid (Comunidad de)	Tumores malignos	No	97.54
Mujeres	Total	Madrid (Comunidad de)	Osteoporosis	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Osteoporosis	Sí	4.43
Mujeres	Total	Madrid (Comunidad de)	Osteoporosis	No	95.57
Mujeres	Total	Madrid (Comunidad de)	Problemas de tiroides	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Problemas de tiroides	Sí	9.81
Mujeres	Total	Madrid (Comunidad de)	Problemas de tiroides	No	90.19
Mujeres	Total	Madrid (Comunidad de)	Problemas de riñón	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Problemas de riñón	Sí	2.18
Mujeres	Total	Madrid (Comunidad de)	Problemas de riñón	No	97.82
Mujeres	Total	Madrid (Comunidad de)	Problemas de próstata (solo hombres)	TOTAL	0
Mujeres	Total	Madrid (Comunidad de)	Problemas de próstata (solo hombres)	Sí	0
Mujeres	Total	Madrid (Comunidad de)	Problemas de próstata (solo hombres)	No	0
Mujeres	Total	Madrid (Comunidad de)	Problemas del periodo menopáusico (solo mujeres)	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Problemas del periodo menopáusico (solo mujeres)	Sí	2.84
Mujeres	Total	Madrid (Comunidad de)	Problemas del periodo menopáusico (solo mujeres)	No	97.16
Mujeres	Total	Madrid (Comunidad de)	Lesiones o defectos permanentes causados por un accidente	TOTAL	100
Mujeres	Total	Madrid (Comunidad de)	Lesiones o defectos permanentes causados por un accidente	Sí	1.57
Mujeres	Total	Madrid (Comunidad de)	Lesiones o defectos permanentes causados por un accidente	No	98.43
Mujeres	Total	Murcia (Región de)	Tensión alta	TOTAL	100
Mujeres	Total	Murcia (Región de)	Tensión alta	Sí	22.09
Mujeres	Total	Murcia (Región de)	Tensión alta	No	77.91
Mujeres	Total	Murcia (Región de)	Infarto de miocardio	TOTAL	100
Mujeres	Total	Murcia (Región de)	Infarto de miocardio	Sí	0
Mujeres	Total	Murcia (Región de)	Infarto de miocardio	No	100
Mujeres	Total	Murcia (Región de)	Angina de pecho. enfermedad coronaria	TOTAL	100
Mujeres	Total	Murcia (Región de)	Angina de pecho. enfermedad coronaria	Sí	0.11
Mujeres	Total	Murcia (Región de)	Angina de pecho. enfermedad coronaria	No	99.89
Mujeres	Total	Murcia (Región de)	Otras enfermedades del corazón	TOTAL	100
Mujeres	Total	Murcia (Región de)	Otras enfermedades del corazón	Sí	3.53
Mujeres	Total	Murcia (Región de)	Otras enfermedades del corazón	No	96.47
Mujeres	Total	Murcia (Región de)	Varices en las piernas	TOTAL	100
Mujeres	Total	Murcia (Región de)	Varices en las piernas	Sí	15.05
Mujeres	Total	Murcia (Región de)	Varices en las piernas	No	84.95
Mujeres	Total	Murcia (Región de)	Artrosis (excluyendo artritis)	TOTAL	100
Mujeres	Total	Murcia (Región de)	Artrosis (excluyendo artritis)	Sí	24.5
Mujeres	Total	Murcia (Región de)	Artrosis (excluyendo artritis)	No	75.5
Mujeres	Total	Murcia (Región de)	Dolor de espalda crónico (cervical)	TOTAL	100
Mujeres	Total	Murcia (Región de)	Dolor de espalda crónico (cervical)	Sí	19.36
Mujeres	Total	Murcia (Región de)	Dolor de espalda crónico (cervical)	No	80.64
Mujeres	Total	Murcia (Región de)	Dolor de espalda crónico (lumbar)	TOTAL	100
Mujeres	Total	Murcia (Región de)	Dolor de espalda crónico (lumbar)	Sí	20.15
Mujeres	Total	Murcia (Región de)	Dolor de espalda crónico (lumbar)	No	79.85
Mujeres	Total	Murcia (Región de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	TOTAL	100
Mujeres	Total	Murcia (Región de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	Sí	20.33
Mujeres	Total	Murcia (Región de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	No	79.67
Mujeres	Total	Murcia (Región de)	Asma (incluida asma alérgica)	TOTAL	100
Mujeres	Total	Murcia (Región de)	Asma (incluida asma alérgica)	Sí	6.11
Mujeres	Total	Murcia (Región de)	Asma (incluida asma alérgica)	No	93.89
Mujeres	Total	Murcia (Región de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	TOTAL	100
Mujeres	Total	Murcia (Región de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	Sí	3.67
Mujeres	Total	Murcia (Región de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	No	96.33
Mujeres	Total	Murcia (Región de)	Diabetes	TOTAL	100
Mujeres	Total	Murcia (Región de)	Diabetes	Sí	7.56
Mujeres	Total	Murcia (Región de)	Diabetes	No	92.44
Mujeres	Total	Murcia (Región de)	Úlcera de estómago o duodeno	TOTAL	100
Mujeres	Total	Murcia (Región de)	Úlcera de estómago o duodeno	Sí	1.51
Mujeres	Total	Murcia (Región de)	Úlcera de estómago o duodeno	No	98.49
Mujeres	Total	Murcia (Región de)	Incontinencia urinaria o problemas de control de la orina	TOTAL	100
Mujeres	Total	Murcia (Región de)	Incontinencia urinaria o problemas de control de la orina	Sí	5.83
Mujeres	Total	Murcia (Región de)	Incontinencia urinaria o problemas de control de la orina	No	94.17
Mujeres	Total	Murcia (Región de)	Colesterol alto	TOTAL	100
Mujeres	Total	Murcia (Región de)	Colesterol alto	Sí	17.33
Mujeres	Total	Murcia (Región de)	Colesterol alto	No	82.67
Mujeres	Total	Murcia (Región de)	Cataratas	TOTAL	100
Mujeres	Total	Murcia (Región de)	Cataratas	Sí	5.65
Mujeres	Total	Murcia (Región de)	Cataratas	No	94.35
Mujeres	Total	Murcia (Región de)	Problemas crónicos de piel	TOTAL	100
Mujeres	Total	Murcia (Región de)	Problemas crónicos de piel	Sí	3.47
Mujeres	Total	Murcia (Región de)	Problemas crónicos de piel	No	96.53
Mujeres	Total	Murcia (Región de)	Estreñimiento crónico	TOTAL	100
Mujeres	Total	Murcia (Región de)	Estreñimiento crónico	Sí	7.26
Mujeres	Total	Murcia (Región de)	Estreñimiento crónico	No	92.74
Mujeres	Total	Murcia (Región de)	Cirrosis. disfunción hepática	TOTAL	100
Mujeres	Total	Murcia (Región de)	Cirrosis. disfunción hepática	Sí	1.63
Mujeres	Total	Murcia (Región de)	Cirrosis. disfunción hepática	No	98.37
Mujeres	Total	Murcia (Región de)	Depresión	TOTAL	100
Mujeres	Total	Murcia (Región de)	Depresión	Sí	11.91
Mujeres	Total	Murcia (Región de)	Depresión	No	88.09
Mujeres	Total	Murcia (Región de)	Ansiedad crónica	TOTAL	100
Mujeres	Total	Murcia (Región de)	Ansiedad crónica	Sí	11.96
Mujeres	Total	Murcia (Región de)	Ansiedad crónica	No	88.04
Mujeres	Total	Murcia (Región de)	Otros problemas mentales	TOTAL	100
Mujeres	Total	Murcia (Región de)	Otros problemas mentales	Sí	3.23
Mujeres	Total	Murcia (Región de)	Otros problemas mentales	No	96.77
Mujeres	Total	Murcia (Región de)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	TOTAL	100
Mujeres	Total	Murcia (Región de)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	Sí	1.2
Mujeres	Total	Murcia (Región de)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	No	98.8
Mujeres	Total	Murcia (Región de)	Migraña o dolor de cabeza frecuente	TOTAL	100
Mujeres	Total	Murcia (Región de)	Migraña o dolor de cabeza frecuente	Sí	14.53
Mujeres	Total	Murcia (Región de)	Migraña o dolor de cabeza frecuente	No	85.47
Mujeres	Total	Murcia (Región de)	Hemorroides	TOTAL	100
Mujeres	Total	Murcia (Región de)	Hemorroides	Sí	8.2
Mujeres	Total	Murcia (Región de)	Hemorroides	No	91.8
Mujeres	Total	Murcia (Región de)	Tumores malignos	TOTAL	100
Mujeres	Total	Murcia (Región de)	Tumores malignos	Sí	1.6
Mujeres	Total	Murcia (Región de)	Tumores malignos	No	98.4
Mujeres	Total	Murcia (Región de)	Osteoporosis	TOTAL	100
Mujeres	Total	Murcia (Región de)	Osteoporosis	Sí	8.06
Mujeres	Total	Murcia (Región de)	Osteoporosis	No	91.94
Mujeres	Total	Murcia (Región de)	Problemas de tiroides	TOTAL	100
Mujeres	Total	Murcia (Región de)	Problemas de tiroides	Sí	13.88
Mujeres	Total	Murcia (Región de)	Problemas de tiroides	No	86.12
Mujeres	Total	Murcia (Región de)	Problemas de riñón	TOTAL	100
Mujeres	Total	Murcia (Región de)	Problemas de riñón	Sí	3.08
Mujeres	Total	Murcia (Región de)	Problemas de riñón	No	96.92
Mujeres	Total	Murcia (Región de)	Problemas de próstata (solo hombres)	TOTAL	0
Mujeres	Total	Murcia (Región de)	Problemas de próstata (solo hombres)	Sí	0
Mujeres	Total	Murcia (Región de)	Problemas de próstata (solo hombres)	No	0
Mujeres	Total	Murcia (Región de)	Problemas del periodo menopáusico (solo mujeres)	TOTAL	100
Mujeres	Total	Murcia (Región de)	Problemas del periodo menopáusico (solo mujeres)	Sí	6
Mujeres	Total	Murcia (Región de)	Problemas del periodo menopáusico (solo mujeres)	No	94
Mujeres	Total	Murcia (Región de)	Lesiones o defectos permanentes causados por un accidente	TOTAL	100
Mujeres	Total	Murcia (Región de)	Lesiones o defectos permanentes causados por un accidente	Sí	2.68
Mujeres	Total	Murcia (Región de)	Lesiones o defectos permanentes causados por un accidente	No	97.32
Mujeres	Total	Navarra (Comunidad Foral de)	Tensión alta	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Tensión alta	Sí	15.32
Mujeres	Total	Navarra (Comunidad Foral de)	Tensión alta	No	83.96
Mujeres	Total	Navarra (Comunidad Foral de)	Infarto de miocardio	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Infarto de miocardio	Sí	0.18
Mujeres	Total	Navarra (Comunidad Foral de)	Infarto de miocardio	No	99.82
Mujeres	Total	Navarra (Comunidad Foral de)	Angina de pecho. enfermedad coronaria	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Angina de pecho. enfermedad coronaria	Sí	0.39
Mujeres	Total	Navarra (Comunidad Foral de)	Angina de pecho. enfermedad coronaria	No	99.61
Mujeres	Total	Navarra (Comunidad Foral de)	Otras enfermedades del corazón	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Otras enfermedades del corazón	Sí	3.47
Mujeres	Total	Navarra (Comunidad Foral de)	Otras enfermedades del corazón	No	96.53
Mujeres	Total	Navarra (Comunidad Foral de)	Varices en las piernas	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Varices en las piernas	Sí	11.6
Mujeres	Total	Navarra (Comunidad Foral de)	Varices en las piernas	No	88.4
Mujeres	Total	Navarra (Comunidad Foral de)	Artrosis (excluyendo artritis)	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Artrosis (excluyendo artritis)	Sí	16.83
Mujeres	Total	Navarra (Comunidad Foral de)	Artrosis (excluyendo artritis)	No	83.17
Mujeres	Total	Navarra (Comunidad Foral de)	Dolor de espalda crónico (cervical)	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Dolor de espalda crónico (cervical)	Sí	11.23
Mujeres	Total	Navarra (Comunidad Foral de)	Dolor de espalda crónico (cervical)	No	88.77
Mujeres	Total	Navarra (Comunidad Foral de)	Dolor de espalda crónico (lumbar)	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Dolor de espalda crónico (lumbar)	Sí	12.79
Mujeres	Total	Navarra (Comunidad Foral de)	Dolor de espalda crónico (lumbar)	No	87.21
Mujeres	Total	Navarra (Comunidad Foral de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	Sí	6.96
Mujeres	Total	Navarra (Comunidad Foral de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	No	93.04
Mujeres	Total	Navarra (Comunidad Foral de)	Asma (incluida asma alérgica)	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Asma (incluida asma alérgica)	Sí	3.08
Mujeres	Total	Navarra (Comunidad Foral de)	Asma (incluida asma alérgica)	No	96.92
Mujeres	Total	Navarra (Comunidad Foral de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	Sí	1.53
Mujeres	Total	Navarra (Comunidad Foral de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	No	98.47
Mujeres	Total	Navarra (Comunidad Foral de)	Diabetes	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Diabetes	Sí	5.62
Mujeres	Total	Navarra (Comunidad Foral de)	Diabetes	No	94.38
Mujeres	Total	Navarra (Comunidad Foral de)	Úlcera de estómago o duodeno	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Úlcera de estómago o duodeno	Sí	1.72
Mujeres	Total	Navarra (Comunidad Foral de)	Úlcera de estómago o duodeno	No	98.28
Mujeres	Total	Navarra (Comunidad Foral de)	Incontinencia urinaria o problemas de control de la orina	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Incontinencia urinaria o problemas de control de la orina	Sí	3.58
Mujeres	Total	Navarra (Comunidad Foral de)	Incontinencia urinaria o problemas de control de la orina	No	96.42
Mujeres	Total	Navarra (Comunidad Foral de)	Colesterol alto	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Colesterol alto	Sí	17.18
Mujeres	Total	Navarra (Comunidad Foral de)	Colesterol alto	No	82.82
Mujeres	Total	Navarra (Comunidad Foral de)	Cataratas	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Cataratas	Sí	4.27
Mujeres	Total	Navarra (Comunidad Foral de)	Cataratas	No	95.73
Mujeres	Total	Navarra (Comunidad Foral de)	Problemas crónicos de piel	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Problemas crónicos de piel	Sí	7.05
Mujeres	Total	Navarra (Comunidad Foral de)	Problemas crónicos de piel	No	92.95
Mujeres	Total	Navarra (Comunidad Foral de)	Estreñimiento crónico	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Estreñimiento crónico	Sí	3.28
Mujeres	Total	Navarra (Comunidad Foral de)	Estreñimiento crónico	No	96.72
Mujeres	Total	Navarra (Comunidad Foral de)	Cirrosis. disfunción hepática	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Cirrosis. disfunción hepática	Sí	0.09
Mujeres	Total	Navarra (Comunidad Foral de)	Cirrosis. disfunción hepática	No	99.91
Mujeres	Total	Navarra (Comunidad Foral de)	Depresión	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Depresión	Sí	4.49
Mujeres	Total	Navarra (Comunidad Foral de)	Depresión	No	95.51
Mujeres	Total	Navarra (Comunidad Foral de)	Ansiedad crónica	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Ansiedad crónica	Sí	5.8
Mujeres	Total	Navarra (Comunidad Foral de)	Ansiedad crónica	No	94.2
Mujeres	Total	Navarra (Comunidad Foral de)	Otros problemas mentales	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Otros problemas mentales	Sí	0.25
Mujeres	Total	Navarra (Comunidad Foral de)	Otros problemas mentales	No	99.75
Mujeres	Total	Navarra (Comunidad Foral de)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	Sí	0.42
Mujeres	Total	Navarra (Comunidad Foral de)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	No	99.58
Mujeres	Total	Navarra (Comunidad Foral de)	Migraña o dolor de cabeza frecuente	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Migraña o dolor de cabeza frecuente	Sí	8.64
Mujeres	Total	Navarra (Comunidad Foral de)	Migraña o dolor de cabeza frecuente	No	91.36
Mujeres	Total	Navarra (Comunidad Foral de)	Hemorroides	TOTAL	100
Mujeres	Total	Navarra (Comunidad Foral de)	Hemorroides	Sí	4.06
